user,item,timestamp
129,7362,1647143046151
30962,10910,1647143869669
30107,6989,1647145042404
44490,6957,1647145140810
26010,10910,1647145769714
885,10910,1647146275535
7908,7362,1647146466407
46573,7362,1647146765043
13807,10910,1647148589725
37556,7362,1647162834654
24672,7362,1647163229201
46148,7362,1647163746506
31694,10910,1647165379013
644,7362,1647165710851
31137,7362,1647166020810
21792,7362,1647170176226
5616,18504,1647171936500
46271,18504,1647174765602
34911,18504,1647175264457
37012,18504,1647175713634
41809,18504,1647177309636
8586,7362,1647179816882
36831,18504,1647181006980
37543,18504,1647183168175
134,18504,1647187147286
42323,1148,1647188521511
18857,18504,1647213798049
33692,10910,1647229142679
11856,18504,1647234394317
35543,6989,1647237536068
42382,1050,1647243157513
43003,7362,1647264425082
42701,10539,1647267007124
24635,6957,1647268121813
38346,7362,1647269141422
30470,18504,1647270394540
42413,10910,1647270470240
28988,6989,1647272203497
15841,12732,1647275590504
30669,6989,1647302407123
41937,13539,1647330484466
718,13539,1647338957001
8212,9590,1647344364778
36279,9949,1647347823517
29180,6989,1647353043860
33898,19115,1647404615596
43364,14993,1647412154029
1299,2405,1647426742153
13917,2405,1647426908654
24290,14993,1647427634275
41287,12732,1647430191419
35565,2405,1647431102426
37012,917,1647432610537
20037,2405,1647432710026
10960,917,1647435365448
30306,917,1647436060045
46271,917,1647436655743
4478,917,1647438310443
2296,917,1647438440033
42570,917,1647439357129
16054,14993,1647439497197
13728,2405,1647441101393
11856,917,1647441674357
36142,16292,1647442186890
26326,12732,1647466659358
36499,917,1647473883751
40035,12732,1647480326110
16555,735,1647491301535
23373,735,1647492166399
13411,9590,1647492911760
27760,917,1647496643653
29430,12164,1647503657920
10986,14993,1647505182802
5623,14361,1647505677579
16872,12983,1647505698108
40078,14361,1647506093960
9371,14361,1647506201833
13878,14361,1647506489100
47433,14361,1647506851491
27910,14361,1647507389483
44338,14361,1647507396738
11022,12983,1647508458749
46570,2405,1647508959750
24029,14361,1647509233659
44774,10910,1647514041282
15743,2405,1647515200894
4478,14361,1647515577853
98,12983,1647516955212
48065,11972,1647517018806
11595,11972,1647518063717
5708,14361,1647520084200
11514,11972,1647522004396
26080,11972,1647522093492
46799,9072,1647522195325
39100,14361,1647522637792
40233,11972,1647523575042
39259,14361,1647524167387
889,9949,1647524577083
45370,9072,1647524753194
6985,11972,1647525708735
4650,11972,1647527530696
1482,14361,1647529287857
32370,14361,1647530043067
49286,9590,1647531116815
49813,14361,1647535055965
19956,12983,1647536738282
32557,11972,1647556523520
40038,14993,1647559117861
25783,11972,1647560971548
21914,12983,1647561972226
869,735,1647565713370
13755,14361,1647565867226
49820,12983,1647566243713
46061,14361,1647567637410
33508,12983,1647568565804
9485,11972,1647570774705
13411,10910,1647570875915
15324,14361,1647571070892
19399,14030,1647573532944
1435,11972,1647575232341
48306,12732,1647576358332
9550,735,1647576998054
37332,2405,1647578332124
29491,12983,1647578410240
22998,14361,1647581415688
36357,10635,1647582499493
19608,14361,1647583199901
34509,11972,1647585326819
42102,11972,1647589037367
28393,16292,1647591847042
19584,12732,1647592391074
8673,16292,1647593232829
1647,12732,1647593944538
20453,14361,1647594652216
40016,15926,1647595541275
712,11972,1647596358990
9740,9072,1647596827958
4479,4266,1647597700705
22398,4266,1647598260577
37034,735,1647599645723
12971,4266,1647599656365
46123,2405,1647600496196
17452,4266,1647601224434
22787,4266,1647603384161
35638,735,1647605792018
7029,15926,1647606353360
49755,12983,1647606813718
42320,4266,1647606852502
40617,4266,1647606924143
25783,4266,1647608314153
23422,15926,1647609542250
27487,4266,1647611111801
42015,9072,1647612019198
12107,917,1647613500803
11701,4266,1647613647640
39090,4266,1647613994161
25535,735,1647614362188
36445,4266,1647615191514
42246,13539,1647615504906
35634,14993,1647615574779
30962,4266,1647616309844
30750,12732,1647617412252
17452,3065,1647617478588
24225,14361,1647618376967
44420,14361,1647619532121
32431,3065,1647620590011
20155,9072,1647620948732
18830,3065,1647622486294
17354,15983,1647629485826
16177,3065,1647634321676
9940,3065,1647634741957
19464,2405,1647644599398
45569,4266,1647646341829
46794,3065,1647646716968
21501,14993,1647646912949
44292,14030,1647647610193
28614,15983,1647648453956
21657,4266,1647651204002
21367,14030,1647651843748
11972,3065,1647652212787
29369,3065,1647652536460
13240,3065,1647652725083
18674,14361,1647652909104
17380,3065,1647653386752
25387,3065,1647654088851
37587,3065,1647654393126
37985,9072,1647655607371
23335,14361,1647656370213
27890,11468,1647659050404
33103,3065,1647660410059
41435,11468,1647662011024
44340,3065,1647664981376
43348,735,1647666323498
36546,16292,1647666779568
9836,10929,1647668857887
16391,10929,1647669070732
34961,10929,1647669624322
26131,10929,1647669904916
46570,11468,1647669936388
32046,10929,1647670075871
33028,10929,1647670332521
39642,10929,1647670481929
28785,4266,1647671219390
10446,10929,1647671616511
35971,10929,1647672144161
49166,10929,1647673956753
6286,5429,1647674471087
171,10929,1647675464892
21965,917,1647675562332
21016,10929,1647675920953
35710,3065,1647675964985
11254,15983,1647676027024
39580,11468,1647676368948
23646,15983,1647676686437
18844,10929,1647679704740
27068,5429,1647679778359
34425,5429,1647680722824
41649,5429,1647680803412
28300,3065,1647681022733
18359,3065,1647681367876
46226,2405,1647681707710
34329,6957,1647682535487
30041,15983,1647683012751
3317,10929,1647683097474
34469,689,1647684529820
49220,5429,1647684869466
17707,15983,1647684891706
29518,15926,1647687436105
29672,11468,1647688092938
29196,917,1647688254160
17939,10929,1647689696666
13755,10929,1647690889261
20288,10929,1647691560623
22630,12732,1647691775733
38082,10929,1647693656321
45459,5429,1647693761533
10754,5429,1647694912396
13973,9072,1647696155188
34330,3065,1647698010366
7575,5429,1647700895969
43364,15983,1647701093249
37737,689,1647701480674
16800,9949,1647701865946
40036,11972,1647702912556
25817,15983,1647704327185
14341,15135,1647704693112
42323,3065,1647705882596
34917,15983,1647705988002
37000,5438,1647706580259
20358,11972,1647707941299
42384,9072,1647708630517
26142,689,1647712862225
46384,15983,1647714085647
31020,5438,1647717313794
18064,3065,1647722007270
42827,3065,1647723151464
32691,15606,1647729233631
24260,5438,1647730650129
30872,5438,1647731976540
11972,15606,1647732064466
31406,689,1647734633850
1726,10929,1647736099163
18700,15135,1647736431432
16308,15606,1647737372585
16628,5438,1647737788363
41229,10929,1647737908140
22080,12983,1647738296615
13154,689,1647740116968
14327,15606,1647740944690
5111,10929,1647741448389
29637,689,1647742670801
29241,15135,1647742706400
30411,15606,1647744539817
43927,9590,1647745349011
16179,15135,1647746033467
15267,15606,1647746790499
19581,10929,1647747488432
20037,5438,1647747961087
20661,5429,1647748100660
48477,14030,1647748570429
14228,9072,1647749101477
47084,689,1647750398832
27969,689,1647750691418
32744,10929,1647751298503
46327,15606,1647751300391
31129,16292,1647751323357
30091,689,1647751934388
39982,15135,1647752432880
22567,15606,1647753053707
19928,15135,1647755706880
48098,10929,1647756088864
35233,11468,1647758788756
10133,15606,1647761520276
28118,5438,1647761759617
16110,5438,1647765811015
5221,3509,1647774271056
9750,3509,1647774372628
40798,689,1647777150719
19973,15606,1647777207645
44316,12983,1647778522791
49029,18107,1647779493512
46056,18107,1647782668433
8853,5438,1647784579848
44356,18107,1647787075534
6518,689,1647787116998
38262,3509,1647787880812
37952,3346,1647787908755
13291,3509,1647791717502
26326,15135,1647796196630
35439,3509,1647796242771
16479,15983,1647802487525
12509,18107,1647818528889
13609,3509,1647824380748
44846,3509,1647826849428
42892,689,1647827582532
35831,12983,1647828733502
39812,18107,1647836892639
39256,10929,1647841195515
40962,5792,1647842893783
16267,5792,1647845293367
31490,5792,1647848285601
3705,5429,1647857232827
6326,12732,1647857561488
44817,3065,1647859062021
17524,5792,1647861206969
10129,5429,1647861730610
26545,5792,1647862279720
26545,5438,1647867108153
35634,3509,1647872986602
36364,5429,1647875292779
35439,15135,1647876830475
7838,15135,1647880704843
22412,11972,1647882088441
108,18120,1647901904437
21072,5792,1647903119826
9473,18356,1647903261560
31406,18120,1647903585029
2118,18120,1647903637910
32626,18120,1647904319507
44373,18356,1647905443476
44773,18120,1647908069306
46327,5792,1647910933694
46490,18120,1647913820608
37168,18107,1647915002478
22378,6957,1647915528784
34986,10474,1647915820300
47914,18107,1647915977316
32517,18120,1647918551954
19228,15152,1647918946345
13500,15135,1647920963908
27093,18107,1647921305421
18049,5429,1647921559325
24883,18120,1647922237050
35657,18120,1647922490100
24150,10474,1647922798593
25387,18120,1647923658951
6656,18120,1647925668319
416,14993,1647925918724
13029,18120,1647926025771
39812,3065,1647926337752
15885,18120,1647927165499
28663,15152,1647927310584
26782,10742,1647927730971
16391,10742,1647927921675
32046,10742,1647928333558
33028,10742,1647928429846
1701,10474,1647928840912
9404,18120,1647929128040
41229,10742,1647929259948
21016,10742,1647929574841
18844,10742,1647930483785
6774,10742,1647931416525
34961,10742,1647932185562
38989,18356,1647932443396
718,10742,1647932605809
1675,18120,1647935488853
9723,3104,1647936726839
48227,10742,1647937612358
14398,3104,1647938186232
27981,14993,1647938809421
28737,10742,1647938851594
36090,3104,1647939242696
36307,10474,1647939270376
42112,18120,1647939953497
3317,10742,1647939977138
26747,10474,1647940013004
34703,18107,1647941166784
5019,11842,1647941177960
21402,11842,1647941203004
36052,11842,1647941395905
3190,3104,1647942019754
41094,11842,1647942205201
12377,9590,1647942782965
577,11842,1647943272958
35149,3104,1647943405979
559,10474,1647943660685
40532,3104,1647943756624
36463,11468,1647943766961
38835,11842,1647944321520
15844,3104,1647944588487
49286,3104,1647944942566
2882,15606,1647945811574
34329,10742,1647946067686
31601,10742,1647946677256
16417,3065,1647947503093
32453,7362,1647947597565
18144,18356,1647947844790
46573,11842,1647949262822
12091,10474,1647949446697
17730,11842,1647951161561
1347,10474,1647951794144
27089,15606,1647953402632
28785,11842,1647954251561
45996,15135,1647954409232
3771,3104,1647954560572
24063,3104,1647956099132
37395,9590,1647956134731
41652,6527,1647956723556
42406,18120,1647956905291
6615,10474,1647957634872
44790,11842,1647957851153
15518,10474,1647959713743
17017,18120,1647959939799
8134,10742,1647960562568
18642,3104,1647961074709
41357,3104,1647961820013
36742,18120,1647962649333
14669,3104,1647962706286
2516,10474,1647962814598
37897,15606,1647964134235
21652,18120,1647964236454
27744,3104,1647964298296
14286,18120,1647964626266
4360,3104,1647965807869
42128,11842,1647966353672
11762,3104,1647966453691
3318,11842,1647976030840
28123,18120,1647993920960
11688,15606,1647999222506
1753,11842,1648000401864
6555,5429,1648001776859
157,15926,1648007976624
33204,10742,1648010994199
32425,10742,1648011089186
41095,3104,1648012344312
15262,3104,1648014763144
10078,10742,1648020068736
1782,18356,1648020544385
29148,3591,1648022793167
41677,9202,1648024461536
4605,3591,1648026097207
11912,3591,1648027875773
33631,10742,1648028023227
15240,18791,1648028680849
4605,1768,1648029500064
3234,10474,1648030134208
40369,3104,1648030466815
20660,1768,1648031658891
16076,10474,1648032698315
44253,1768,1648033089885
38082,10742,1648033878244
15204,14993,1648034436109
9796,18791,1648034628672
37936,18791,1648034777646
18404,1768,1648035115675
43872,3591,1648035700113
26729,1768,1648036861079
23963,3591,1648037685201
33824,11842,1648038253285
40996,9202,1648038621967
20454,3065,1648039304746
1162,18791,1648040938530
23320,10474,1648040983270
16308,18107,1648042434844
21020,12732,1648042980289
30150,18791,1648043113161
34047,11961,1648043838049
34049,11961,1648043844891
30911,11961,1648043952600
8853,11961,1648043968704
3123,9202,1648044132468
38018,5792,1648045391604
13728,3591,1648045506297
26974,3591,1648045908340
13728,11961,1648046405784
15847,15926,1648048070060
6404,11961,1648048321687
28283,11961,1648048630828
8918,3509,1648049122612
46064,18107,1648049558982
28058,3509,1648057411877
1398,9949,1648058391317
3843,10474,1648072199455
41578,18791,1648074448589
26545,11961,1648076663761
36771,11468,1648084833585
45636,3509,1648087349565
45636,18107,1648087537285
40067,3065,1648089491826
13567,3346,1648092221133
31144,11961,1648092634499
25768,6527,1648092678222
30470,1768,1648094296073
2702,11961,1648095808375
8369,11842,1648096064104
26294,3104,1648096205943
40962,8623,1648096215358
3203,3591,1648096471404
44856,95,1648098597085
20442,95,1648101181293
7449,95,1648104052208
3065,10474,1648105097894
10187,18862,1648110629376
34911,18862,1648110729633
30264,18862,1648110888728
47221,18862,1648111016174
47200,18862,1648111088729
34517,18862,1648111512978
41414,18862,1648112930540
5405,16292,1648113271276
18844,5396,1648113646061
416,12732,1648114504269
22378,5396,1648114574632
940,9243,1648114579348
48227,5396,1648114753105
40204,18862,1648114922205
38805,14993,1648115073677
27679,18120,1648115220286
47433,18862,1648115421886
417,5396,1648115754784
40082,14860,1648115771343
25420,18356,1648116102765
21803,5396,1648116117593
718,18862,1648116404496
18884,95,1648116427735
13060,15135,1648116472608
49719,8623,1648116699397
24039,18862,1648116773150
21016,5396,1648116826198
32046,5396,1648117027654
49813,18862,1648117553581
7443,3104,1648118437865
26480,14860,1648118665264
24029,5396,1648118738944
48790,18862,1648118886958
48248,15591,1648119136851
29546,8623,1648120227856
34961,5396,1648120529989
6774,5396,1648120991781
11850,5396,1648121133417
12509,16988,1648121163884
34024,16988,1648121677829
47914,5436,1648121843255
19652,15983,1648122252271
27257,18862,1648122335483
39100,18862,1648122645523
17578,15591,1648122702249
35971,18862,1648122766762
15866,18862,1648122952819
33168,735,1648123124382
42751,18862,1648123223005
17960,15591,1648123417045
14674,14860,1648123573017
33186,5396,1648123711938
29087,5436,1648123863171
29868,16988,1648123993204
35971,5396,1648124300315
9723,15591,1648124739968
38290,11842,1648125145685
46644,15591,1648125622546
34519,8623,1648125980318
18674,18862,1648126489898
9816,11842,1648126900180
42827,15591,1648126953234
21717,15591,1648127216528
10078,95,1648127397072
22575,14860,1648127725168
9404,5436,1648127860013
32000,11842,1648128080240
1482,18862,1648129186802
31226,11842,1648129252966
26891,5396,1648129540638
6390,10474,1648129678029
30281,14030,1648129735663
12063,14860,1648130904979
33028,5396,1648131008592
42594,5436,1648131538280
36903,15591,1648131880456
18109,5436,1648132878878
23524,18791,1648132954023
28668,5436,1648133009027
6876,3104,1648133401749
17595,18356,1648133422826
5623,18862,1648133775426
15356,15591,1648134183778
14030,5436,1648135301533
41558,8623,1648135346218
4871,11842,1648135422780
39884,5436,1648135971889
18691,5436,1648137534123
32018,16425,1648137661611
31343,5436,1648137856543
22621,15591,1648138773635
14707,11961,1648139412322
16135,11842,1648139955683
786,15591,1648140560619
34226,5436,1648141273997
48967,15591,1648148198964
20220,11842,1648157053105
41443,14860,1648161369224
28129,18862,1648162044217
32557,15591,1648162276368
40842,10929,1648162502922
40844,15591,1648162879546
43063,5436,1648163649995
38874,9243,1648163865256
46061,18862,1648164495360
40507,11842,1648164498461
10078,5396,1648165091440
5564,10742,1648166066927
39300,9243,1648166588839
34612,3104,1648167927215
37695,18107,1648168137684
24128,15591,1648171015505
14511,18862,1648171971517
47036,11842,1648172098784
41750,9243,1648172271631
22231,18107,1648172880038
522,15591,1648173753882
5708,18862,1648173847462
31443,9243,1648174931316
45598,11842,1648177637527
38516,8623,1648179806704
33691,2405,1648180034696
35260,14860,1648180200349
44656,16988,1648180407800
11965,10635,1648181663767
16709,18862,1648183936382
13755,5396,1648186946184
48641,5396,1648188803045
10095,15591,1648189321122
45545,14860,1648189604107
2706,10742,1648189909626
3628,5396,1648193231294
34984,18862,1648194897973
46265,5436,1648196328451
42438,735,1648196744253
46123,8623,1648198692654
5636,18107,1648199777377
11779,15591,1648200121457
48771,18107,1648200665396
876,5396,1648200960253
1096,11961,1648201290517
4918,1768,1648201843100
1096,9243,1648203116395
32476,14860,1648204311451
46226,5438,1648204377907
35558,5436,1648205167774
49201,3104,1648205497608
42685,9243,1648205582979
49869,14860,1648206046162
1752,9510,1648206838639
13954,15591,1648208008991
25319,5436,1648208831748
39892,16988,1648209132214
40110,12732,1648209417258
18644,14860,1648210127946
33631,10929,1648210295143
37219,9510,1648213213145
15395,9202,1648215023244
23724,95,1648215765305
49000,11842,1648216777725
3970,5436,1648218284958
21356,9510,1648219941896
18171,5436,1648220628525
15394,15591,1648220693239
1398,15591,1648221379917
47732,15983,1648221621019
35634,15983,1648224690333
3925,14860,1648228343773
40776,5436,1648250484307
1585,5436,1648251795378
39982,9510,1648251934127
27969,14296,1648253656864
29756,3065,1648253856470
12944,9510,1648257814704
28884,14860,1648257978159
34346,14860,1648262541128
3021,3065,1648263413546
35121,12732,1648263548659
35687,11842,1648263827180
17829,14860,1648264156854
7869,16650,1648264674343
35196,14296,1648265140698
346,16650,1648265213026
20174,3104,1648265564539
7018,15983,1648265656247
12202,15135,1648265852811
17990,11842,1648265880499
29441,16650,1648266389437
30877,9510,1648267092924
38613,9510,1648267232701
32176,11842,1648267404929
49755,3591,1648267733341
43726,3104,1648267801455
18743,9510,1648268427568
11022,16650,1648270598262
37232,3104,1648271087292
3428,3104,1648271696378
6757,6896,1648272516071
47641,6896,1648273097770
44914,11842,1648273999888
22580,6896,1648276197211
45511,14860,1648276884118
21804,5396,1648277352178
1879,15606,1648277415024
4926,6896,1648277446279
21857,9243,1648277993903
9476,16650,1648278199522
8487,16650,1648278450001
11480,6896,1648280479353
27660,3591,1648282978738
3997,6896,1648283467835
8349,6896,1648283896216
15847,16650,1648284248851
17452,981,1648284306632
10225,18862,1648285878398
11403,15591,1648286013853
42492,13001,1648286196979
16110,981,1648287429453
22231,12983,1648287589242
7014,6896,1648288628356
40593,9202,1648289405323
23632,981,1648289827185
22212,7362,1648290059255
10815,13001,1648290188051
20660,13001,1648291084980
32325,10929,1648291323899
32706,981,1648292656377
33138,13001,1648294034605
37840,6896,1648294679250
18404,13001,1648296140477
38921,13001,1648296568467
37587,981,1648297937633
47878,6896,1648297942527
5276,13001,1648298784498
40213,981,1648300421484
44923,16650,1648300507812
26729,13001,1648301248172
11931,16292,1648301411403
44893,9202,1648301708364
40847,5436,1648302255780
29515,11842,1648304620850
39030,19308,1648305706852
27474,18356,1648306044374
38159,981,1648307356201
16966,6896,1648307382385
39580,981,1648310134824
15612,15591,1648311064237
33626,5436,1648311392425
22661,2405,1648311399915
42287,14860,1648312086051
43080,13001,1648313346656
48690,11842,1648318556538
38072,9243,1648322014632
10857,14860,1648336662041
2674,9510,1648339405143
24292,3509,1648346602745
48229,14296,1648346698329
34325,11842,1648347070867
9541,3509,1648349833466
35117,8623,1648349927320
38805,16650,1648351259215
12736,15606,1648353936399
12736,5436,1648354316382
7961,735,1648354562972
25188,981,1648355696243
7643,18356,1648355708967
13954,18356,1648356194109
29927,13001,1648356738684
41827,9510,1648356888106
1844,10635,1648358280234
23542,3208,1648358307448
46172,14860,1648358786696
44682,5438,1648358948664
8264,929,1648359000455
48458,15606,1648359430888
11634,5438,1648361509888
12688,12860,1648361802384
24195,12732,1648364047469
25488,10539,1648364617927
48726,11098,1648365284955
238,14860,1648365873445
48401,9506,1648366584874
25265,9506,1648366659838
13878,9506,1648366717267
34517,9506,1648366913150
27754,15983,1648366947185
2046,9506,1648367130012
6435,9506,1648367230341
26227,19308,1648369233516
39328,9506,1648369420949
32962,6896,1648369791900
40578,15591,1648370886321
10225,9506,1648371345589
13973,12860,1648372744820
28007,16206,1648372802475
40204,9506,1648373858581
7556,9506,1648375030620
718,9506,1648376509997
19928,3208,1648377077293
23954,6896,1648378215510
5623,9506,1648378243499
15997,12732,1648378469853
6563,9506,1648378490386
14720,929,1648378497586
5708,9506,1648379139029
9404,6896,1648379766033
43147,9243,1648380245126
30648,994,1648382446787
34329,5396,1648383529419
37395,14993,1648383797724
34952,9506,1648386550188
27378,3208,1648386899169
5483,7605,1648387274177
19218,3104,1648387988835
14953,3208,1648388293058
32886,9506,1648393324116
3123,9590,1648396221043
45011,7605,1648396708266
32018,7605,1648396852969
29241,7605,1648397473517
46061,9506,1648397556914
19985,11842,1648399085052
24054,16988,1648402650450
6395,18647,1648403261241
47176,15926,1648403594227
47395,3104,1648404588467
33623,18647,1648407409946
1726,9506,1648415702082
35606,18107,1648419158049
28099,4096,1648422540066
41962,18647,1648426748100
176,7605,1648430415072
5138,18647,1648430447550
44796,4096,1648432092957
10505,9506,1648433168380
15890,15591,1648433800052
7420,9506,1648435819595
38082,9506,1648439480094
26914,18647,1648441243623
26151,4096,1648442215502
33422,9243,1648442520988
23894,6896,1648443752015
40339,14296,1648443890584
25384,16650,1648444879413
10789,18647,1648445689819
40369,929,1648446076909
21101,14296,1648448348332
14595,5396,1648449157719
29218,18647,1648451457858
25605,18647,1648454878107
22491,18647,1648455017876
41891,16650,1648456719786
8459,18647,1648458201955
26601,14296,1648458422067
47316,18647,1648459815846
29451,10438,1648460022206
22823,12732,1648460087159
15722,5429,1648461285940
24150,9590,1648461505191
9771,10438,1648462000733
32426,10438,1648462085948
26227,994,1648462512416
37321,10438,1648462868124
8626,10438,1648463208850
39508,735,1648463328660
1831,17369,1648463656489
2025,10438,1648463707818
16434,13001,1648463961486
35957,10438,1648464911772
45766,18647,1648464980847
41379,10438,1648464994032
33283,14860,1648466421803
10813,18647,1648466733263
26619,18647,1648467854472
9796,17369,1648468717284
16434,15606,1648470166228
15644,10438,1648471101382
2122,9243,1648472145974
26935,18647,1648474188310
26682,12983,1648474516611
4258,4096,1648475188461
36288,15135,1648475219493
44182,5500,1648476043873
37335,4266,1648478256163
20973,7605,1648479472478
41057,10438,1648480978779
40553,15606,1648481154563
11474,18647,1648481354401
24493,18647,1648483220999
8241,12732,1648483846588
23499,18647,1648484017469
44134,18647,1648495127100
3865,18862,1648507544839
32325,10742,1648510539848
15268,10438,1648511636762
6490,17369,1648513534745
21713,17369,1648514669555
16344,10438,1648517157181
16434,1768,1648518042801
33508,981,1648518743793
44476,11961,1648519898122
13987,16650,1648522738859
25761,18647,1648523988126
16889,17369,1648527196095
26227,17369,1648527543215
31071,15606,1648528261809
22686,14296,1648529460446
14543,12860,1648529819384
43927,15591,1648530514230
14067,12860,1648531604846
29839,7771,1648533514088
19881,13001,1648534943119
21713,19308,1648537120223
48641,2424,1648538803794
28745,6992,1648539081923
39642,2424,1648539147714
32046,2424,1648539341376
33028,2424,1648540256276
41980,6992,1648541257919
32101,14296,1648541429168
3317,2424,1648542426582
16054,5500,1648543626453
38082,2424,1648545013956
34517,2424,1648546327648
39420,2424,1648546571864
15167,10438,1648547363888
31601,2424,1648548300074
17319,6992,1648548394317
18844,2424,1648550221483
26700,2424,1648550593816
2655,11842,1648551217438
30077,6992,1648551767956
8807,2424,1648551915643
23970,13001,1648553750845
49901,19308,1648554609061
5680,2424,1648554822996
24978,18874,1648557663225
19808,994,1648558655673
47111,6896,1648559823306
33186,2424,1648560074545
38174,5429,1648563021706
8673,7605,1648563348283
3439,18647,1648564306772
48618,18874,1648564629090
33357,11698,1648566293924
20981,2424,1648566907801
25197,917,1648569544560
32466,18356,1648572321701
33437,5792,1648585185845
42265,2424,1648593998787
24071,6896,1648598036775
1726,2424,1648600324828
10294,2424,1648602543962
21739,7605,1648603061867
32101,17418,1648603965972
24268,17369,1648612934106
29836,1050,1648615419679
31055,13165,1648615440882
17699,18647,1648615634925
44373,13165,1648616049040
4423,18874,1648616072025
31207,9506,1648618345322
6089,13165,1648620869024
19583,7605,1648620969341
12335,5429,1648621997104
22651,12860,1648624109701
40447,13165,1648625200021
47436,13165,1648625698511
20854,18874,1648625963948
12971,13165,1648630010392
31861,15491,1648632121418
24868,17369,1648632143045
25517,15606,1648632190058
4968,17369,1648633639003
21777,13165,1648635607459
36552,17418,1648636228399
944,7605,1648637450915
14352,14296,1648637498930
15955,3836,1648637597077
46570,13847,1648637881526
39866,13847,1648638068289
33445,18647,1648638678398
8717,15205,1648638857403
37650,13847,1648639069186
34891,4860,1648639573348
9476,13847,1648639641998
98,13847,1648639886750
38237,3836,1648641659696
21194,17418,1648642068678
20992,18647,1648642231455
46355,18647,1648642406283
26259,15491,1648642492630
19698,4860,1648643412785
25539,13847,1648644135747
36178,15491,1648644473781
1603,8623,1648645015020
3241,13165,1648645034275
44476,3836,1648647055960
17433,9949,1648647178749
43147,4860,1648648563339
38159,7605,1648650085900
7142,13165,1648651553524
15731,6989,1648652472423
28372,3836,1648652935900
